CS1050,3,7
CS1150,1,3
CS1170,6,8
CS1310,3,4
CS1320,4,4
CS1050,2,5
CS1240,3,8
CS1260,4,6
CS1410,2,4
CS1420,1,4
CS2020,1,4
CS2150,4,5
CS2160,3,4
CS2310,1,5
CS2130,2,4
CS2230,2,5
CS2260,5,8
CS2320,1,6
CS2410,4,4
CS2010,1,1
CS3190,5,6
CS3360,1,2
CS3410,2,6
CS3460,2,2
CS3270,4,4
CS3440,2,3
CS3450,4,5
CS3800,4,6
CS3010,1,1
